mois,famille,type_absence,type_contrat,catégorie,tranche_age,temps_du_total,temps_absence_total,taux_absence
2024-10,Aucune,Aucune,cdd,Pharmacie,40-50 ans,105.0,14.0,13.333333333333334
2024-10,Aucune,Aucune,cdd,Pharmacie,Moins de 20 ans,9.6,0.0,0.0
2024-10,Aucune,Aucune,cdd,Psycho-social,40-50 ans,202.5,18.0,8.88888888888889
2024-10,Aucune,Aucune,cdd,Pédiatrie/néonat,20-30 ans,9.6,1.0,10.416666666666668
2024-10,Aucune,Aucune,cdd,Pédiatrie/néonat,Moins de 20 ans,135.0,18.0,13.333333333333334
2024-10,Aucune,Aucune,cdd,Qualité,20-30 ans,240.0,30.0,12.5
2024-10,Aucune,Aucune,cdd,Qualité,Moins de 20 ans,152.0,19.0,12.5
2024-10,Aucune,Aucune,cdd,Recherche,30-40 ans,304.0,38.0,12.5
2024-10,Aucune,Aucune,cdd,Rééducation,20-30 ans,135.0,18.0,13.333333333333334
2024-10,Aucune,Aucune,cdd,Rééducation,50-60 ans,135.0,18.0,13.333333333333334
2024-10,Aucune,Aucune,cdd,Rééducation,60 ans et plus,240.0,32.0,13.333333333333334
2024-10,Aucune,Aucune,cdd,Rééducation,Moins de 20 ans,105.0,14.0,13.333333333333334
2024-10,Aucune,Aucune,cdd,Soins infirmiers,20-30 ans,3031.0,304.0,10.02969317057077
2024-10,Aucune,Aucune,cdd,Soins infirmiers,30-40 ans,1509.18,122.0,8.083860109463417
2024-10,Aucune,Aucune,cdd,Soins infirmiers,40-50 ans,1251.0,99.0,7.913669064748201
2024-10,Aucune,Aucune,cdd,Soins infirmiers,50-60 ans,1679.0,132.0,7.861822513400833
2024-10,Aucune,Aucune,cdd,Soins infirmiers,60 ans et plus,549.0,42.0,7.650273224043716
2024-10,Aucune,Aucune,cdd,Soins infirmiers,Moins de 20 ans,491.0,27.0,5.4989816700611
2024-10,Aucune,Aucune,cdd,Sécurité,20-30 ans,152.0,0.0,0.0
2024-10,Aucune,Aucune,cdd,Sécurité,60 ans et plus,100.0,0.0,0.0
2024-10,Aucune,Aucune,cdd,Techniques/bâtiment,20-30 ans,149.4,19.0,12.717536813922356
2024-10,Aucune,Aucune,cdd,Techniques/bâtiment,40-50 ans,270.0,36.0,13.333333333333334
2024-10,Aucune,Aucune,cdi,Administratif,20-30 ans,3509.0,337.0,9.603875748076375
2024-10,Aucune,Aucune,cdi,Administratif,30-40 ans,687.0,91.0,13.24599708879185
2024-10,Aucune,Aucune,cdi,Administratif,40-50 ans,405.0,54.0,13.333333333333334
2024-10,Aucune,Aucune,cdi,Administratif,Moins de 20 ans,339.6,43.0,12.66195524146054
2024-10,Aucune,Aucune,cdi,Administratif,Non défini,9208.5,954.0,10.359993484280828
2024-10,Aucune,Aucune,cdi,Administratif/médical,20-30 ans,405.0,54.0,13.333333333333334
2024-10,Aucune,Aucune,cdi,Administratif/médical,30-40 ans,120.0,22.0,18.333333333333332
2024-10,Aucune,Aucune,cdi,Administratif/médical,Moins de 20 ans,270.0,18.0,6.666666666666667
2024-10,Aucune,Aucune,cdi,Administratif/médical,Non défini,1852.5,260.0,14.035087719298245
2024-10,Aucune,Aucune,cdi,Biomédical,20-30 ans,927.0,74.0,7.982740021574973
2024-10,Aucune,Aucune,cdi,Biomédical,30-40 ans,19.2,2.0,10.416666666666668
2024-10,Aucune,Aucune,cdi,Biomédical,Non défini,1464.0,121.0,8.265027322404372
2024-10,Aucune,Aucune,cdi,Bloc opératoire,20-30 ans,2301.1,210.0,9.12607014036765
2024-10,Aucune,Aucune,cdi,Bloc opératoire,30-40 ans,489.1,69.0,14.107544469433652
2024-10,Aucune,Aucune,cdi,Bloc opératoire,40-50 ans,120.0,22.0,18.333333333333332
2024-10,Aucune,Aucune,cdi,Bloc opératoire,Moins de 20 ans,948.5,104.0,10.964681075382183
2024-10,Aucune,Aucune,cdi,Bloc opératoire,Non défini,10547.1,994.0,9.424391538906429
2024-10,Aucune,Aucune,cdi,Direction,Non défini,712.0,72.0,10.112359550561797
2024-10,Aucune,Aucune,cdi,Hygiène/Hôtellerie,20-30 ans,456.0,36.0,7.894736842105263
2024-10,Aucune,Aucune,cdi,Hygiène/Hôtellerie,30-40 ans,140.0,14.0,10.0
2024-10,Aucune,Aucune,cdi,Hygiène/Hôtellerie,Moins de 20 ans,140.0,0.0,0.0
2024-10,Aucune,Aucune,cdi,Hygiène/Hôtellerie,Non défini,1580.0,102.0,6.455696202531645
2024-10,Aucune,Aucune,cdi,Imagerie,20-30 ans,881.0,91.0,10.32917139614075
2024-10,Aucune,Aucune,cdi,Imagerie,30-40 ans,500.0,46.0,9.2
2024-10,Aucune,Aucune,cdi,Imagerie,40-50 ans,173.4,4.0,2.306805074971165
2024-10,Aucune,Aucune,cdi,Imagerie,Moins de 20 ans,180.0,9.0,5.0
2024-10,Aucune,Aucune,cdi,Imagerie,Non défini,2806.0,215.0,7.66215253029223
2024-10,Aucune,Aucune,cdi,Information médicale,20-30 ans,394.5,64.0,16.223067173637514
2024-10,Aucune,Aucune,cdi,Information médicale,30-40 ans,152.0,19.0,12.5
2024-10,Aucune,Aucune,cdi,Information médicale,Non défini,1911.0,256.0,13.396127681841968
2024-10,Aucune,Aucune,cdi,Juridique,20-30 ans,108.0,9.0,8.333333333333332
2024-10,Aucune,Aucune,cdi,Juridique,Non défini,304.0,38.0,12.5
2024-10,Aucune,Aucune,cdi,Laboratoire,20-30 ans,1557.5,197.0,12.648475120385234
2024-10,Aucune,Aucune,cdi,Laboratoire,30-40 ans,375.0,0.0,0.0
2024-10,Aucune,Aucune,cdi,Laboratoire,40-50 ans,243.0,18.0,7.4074074074074066
2024-10,Aucune,Aucune,cdi,Laboratoire,Moins de 20 ans,114.6,0.0,0.0
2024-10,Aucune,Aucune,cdi,Laboratoire,Non défini,4558.1,344.0,7.547004234220399
2024-10,Aucune,Aucune,cdi,Logistique,20-30 ans,995.0,125.0,12.562814070351758
2024-10,Aucune,Aucune,cdi,Logistique,Moins de 20 ans,105.0,14.0,13.333333333333334
2024-10,Aucune,Aucune,cdi,Logistique,Non défini,2288.0,278.0,12.15034965034965
2024-10,Aucune,Aucune,cdi,Maïeutique,20-30 ans,9.6,0.0,0.0
2024-10,Aucune,Aucune,cdi,Maïeutique,Non défini,972.0,81.0,8.333333333333332
2024-10,Aucune,Aucune,cdi,Médical,20-30 ans,4159.28,438.0,10.530668769594739
2024-10,Aucune,Aucune,cdi,Médical,30-40 ans,1725.9,218.0,12.631091024972477
2024-10,Aucune,Aucune,cdi,Médical,40-50 ans,270.0,36.0,13.333333333333334
2024-10,Aucune,Aucune,cdi,Médical,Moins de 20 ans,332.0,33.0,9.939759036144578
2024-10,Aucune,Aucune,cdi,Médical,Non défini,14467.44,1499.0,10.361197281619969
2024-10,Aucune,Aucune,cdi,Pharmacie,20-30 ans,672.0,72.0,10.714285714285714
2024-10,Aucune,Aucune,cdi,Pharmacie,Moins de 20 ans,682.68,90.0,13.183336262963616
2024-10,Aucune,Aucune,cdi,Pharmacie,Non défini,4771.0,505.0,10.584783064347098
2024-10,Aucune,Aucune,cdi,Psycho-social,20-30 ans,135.0,18.0,13.333333333333334
2024-10,Aucune,Aucune,cdi,Psycho-social,Non défini,892.5,92.0,10.308123249299719
2024-10,Aucune,Aucune,cdi,Pédiatrie/néonat,20-30 ans,243.0,18.0,7.4074074074074066
2024-10,Aucune,Aucune,cdi,Pédiatrie/néonat,30-40 ans,108.0,9.0,8.333333333333332
2024-10,Aucune,Aucune,cdi,Pédiatrie/néonat,Non défini,324.0,9.0,2.7777777777777777
2024-10,Aucune,Aucune,cdi,Qualité,20-30 ans,152.0,19.0,12.5
2024-10,Aucune,Aucune,cdi,Qualité,Moins de 20 ans,152.0,19.0,12.5
2024-10,Aucune,Aucune,cdi,Qualité,Non défini,920.0,81.0,8.804347826086957
2024-10,Aucune,Aucune,cdi,Recherche,20-30 ans,287.0,19.0,6.620209059233449
2024-10,Aucune,Aucune,cdi,Recherche,30-40 ans,152.0,0.0,0.0
2024-10,Aucune,Aucune,cdi,Recherche,Moins de 20 ans,216.0,9.0,4.166666666666666
2024-10,Aucune,Aucune,cdi,Recherche,Non défini,1407.0,123.0,8.742004264392325
2024-10,Aucune,Aucune,cdi,Rééducation,20-30 ans,873.0,95.0,10.882016036655212
2024-10,Aucune,Aucune,cdi,Rééducation,Non défini,2362.5,228.0,9.650793650793652
2024-10,Aucune,Aucune,cdi,Soins infirmiers,20-30 ans,5447.5,494.0,9.068379990821478
2024-10,Aucune,Aucune,cdi,Soins infirmiers,30-40 ans,2435.6,200.0,8.211528986697324
2024-10,Aucune,Aucune,cdi,Soins infirmiers,40-50 ans,812.0,51.0,6.280788177339902
2024-10,Aucune,Aucune,cdi,Soins infirmiers,Moins de 20 ans,1287.0,105.0,8.158508158508159
2024-10,Aucune,Aucune,cdi,Soins infirmiers,Non défini,27360.92,2192.0,8.01142651635983
2024-10,Aucune,Aucune,cdi,Sécurité,20-30 ans,522.0,36.0,6.896551724137931
2024-10,Aucune,Aucune,cdi,Sécurité,Non défini,708.0,32.0,4.519774011299435
2024-10,Aucune,Aucune,cdi,Techniques/bâtiment,20-30 ans,399.6,52.0,13.013013013013012
2024-10,Aucune,Aucune,cdi,Techniques/bâtiment,Moins de 20 ans,144.6,18.0,12.448132780082988
2024-10,Aucune,Aucune,cdi,Techniques/bâtiment,Non défini,1018.98,128.0,12.56158118903217
2024-10,Autres,Formation,cdi,Soins infirmiers,Non défini,810.0,108.0,13.333333333333334
2024-10,Maladie,Longue maladie,cdi,Médical,30-40 ans,1755.0,234.0,13.333333333333334
2024-10,Maladie,Longue maladie,cdi,Médical,Non défini,1755.0,234.0,13.333333333333334
2024-10,Maladie,Maladie,cdd,Logistique,30-40 ans,5940.0,792.0,13.333333333333334
2024-10,Maladie,Maladie,cdd,Médical,20-30 ans,8208.0,1026.0,12.5
2024-10,Maladie,Maladie,cdd,Médical,30-40 ans,8208.0,1026.0,12.5
2024-10,Maladie,Maladie,cdd,Soins infirmiers,20-30 ans,5184.0,432.0,8.333333333333332
2024-10,Maladie,Maladie,cdd,Soins infirmiers,60 ans et plus,12960.0,1728.0,13.333333333333334
2024-10,Maladie,Maladie,cdd,Techniques/bâtiment,40-50 ans,2641.92,344.0,13.020833333333334
2024-10,Maladie,Maladie,cdi,Administratif,Non défini,9560.0,1216.0,12.719665271966527
2024-10,Maladie,Maladie,cdi,Administratif/médical,20-30 ans,51072.0,6384.0,12.5
2024-10,Maladie,Maladie,cdi,Administratif/médical,Non défini,15120.0,2016.0,13.333333333333334
2024-10,Maladie,Maladie,cdi,Bloc opératoire,20-30 ans,39285.0,4590.0,11.683848797250858
2024-10,Maladie,Maladie,cdi,Bloc opératoire,30-40 ans,14904.0,1242.0,8.333333333333332
2024-10,Maladie,Maladie,cdi,Bloc opératoire,Non défini,135429.0,16059.0,11.857873867487761
2024-10,Maladie,Maladie,cdi,Information médicale,Non défini,8505.0,1134.0,13.333333333333334
2024-10,Maladie,Maladie,cdi,Laboratoire,30-40 ans,92340.0,12312.0,13.333333333333334
2024-10,Maladie,Maladie,cdi,Logistique,Moins de 20 ans,5940.0,792.0,13.333333333333334
2024-10,Maladie,Maladie,cdi,Logistique,Non défini,3024.0,0.0,0.0
2024-10,Maladie,Maladie,cdi,Médical,20-30 ans,11448.0,1458.0,12.735849056603774
2024-10,Maladie,Maladie,cdi,Médical,30-40 ans,13473.0,1728.0,12.825651302605209
2024-10,Maladie,Maladie,cdi,Médical,Non défini,27888.0,3650.0,13.088066551921973
2024-10,Maladie,Maladie,cdi,Pharmacie,Non défini,6010.5,940.0,15.639297895349804
2024-10,Maladie,Maladie,cdi,Psycho-social,Moins de 20 ans,2641.92,344.0,13.020833333333334
2024-10,Maladie,Maladie,cdi,Psycho-social,Non défini,92340.0,12312.0,13.333333333333334
2024-10,Maladie,Maladie,cdi,Pédiatrie/néonat,Non défini,3240.0,270.0,8.333333333333332
2024-10,Maladie,Maladie,cdi,Rééducation,Non défini,8400.0,1120.0,13.333333333333334
2024-10,Maladie,Maladie,cdi,Soins infirmiers,20-30 ans,25920.0,3348.0,12.916666666666668
2024-10,Maladie,Maladie,cdi,Soins infirmiers,Non défini,118422.0,12918.0,10.908446065764807
2024-10,Maladie,Maladie,cdi,Techniques/bâtiment,Non défini,2880.0,360.0,12.5
2024-10,Événements familiaux,Décès,cdd,Soins infirmiers,50-60 ans,432.0,0.0,0.0
2024-10,Événements familiaux,Décès,cdi,Administratif/médical,Non défini,3510.0,468.0,13.333333333333334
2024-10,Événements familiaux,Décès,cdi,Bloc opératoire,Non défini,912.0,114.0,12.5
2024-10,Événements familiaux,Décès,cdi,Médical,30-40 ans,3510.0,468.0,13.333333333333334
2024-10,Événements familiaux,Décès,cdi,Médical,Non défini,3510.0,468.0,13.333333333333334
2024-10,Événements familiaux,Déménagement,cdi,Administratif/médical,Non défini,3510.0,468.0,13.333333333333334
2024-10,Événements familiaux,Déménagement,cdi,Médical,Non défini,1050.0,140.0,13.333333333333334
2024-10,Événements familiaux,Enfant malade,cdd,Soins infirmiers,20-30 ans,1728.0,144.0,8.333333333333332
2024-10,Événements familiaux,Enfant malade,cdd,Soins infirmiers,60 ans et plus,6480.0,864.0,13.333333333333334
2024-10,Événements familiaux,Enfant malade,cdi,Bloc opératoire,30-40 ans,4968.0,414.0,8.333333333333332
2024-10,Événements familiaux,Enfant malade,cdi,Bloc opératoire,Non défini,4968.0,414.0,8.333333333333332
2024-10,Événements familiaux,Enfant malade,cdi,Médical,30-40 ans,3510.0,468.0,13.333333333333334
2024-10,Événements familiaux,Enfant malade,cdi,Médical,Non défini,3510.0,468.0,13.333333333333334
2024-10,Événements familiaux,Enfant malade,cdi,Pharmacie,Non défini,1755.0,572.0,32.592592592592595
2024-10,Événements familiaux,Enfant malade,cdi,Rééducation,Non défini,3360.0,448.0,13.333333333333334
2024-10,Événements familiaux,Enfant malade,cdi,Soins infirmiers,Non défini,5832.0,594.0,10.185185185185185
2024-10,Événements familiaux,Mariage,cdi,Pharmacie,Non défini,608.0,76.0,12.5
2024-10,Événements familiaux,Mariage,cdi,Soins infirmiers,20-30 ans,23760.0,3168.0,13.333333333333334
2024-10,Événements familiaux,Mariage,cdi,Soins infirmiers,Non défini,11880.0,1584.0,13.333333333333334
2024-11,Absences non payées,Divers,cdi,Administratif/médical,Non défini,4335.0,578.0,13.333333333333334
2024-11,Accidentologie,Accident de travail,cdd,Médical,20-30 ans,2160.0,270.0,12.5
2024-11,Accidentologie,Accident de travail,cdd,Médical,30-40 ans,2160.0,270.0,12.5
2024-11,Accidentologie,Accident de travail,cdd,Techniques/bâtiment,40-50 ans,660.48,86.0,13.020833333333334
2024-11,Accidentologie,Accident de travail,cdi,Administratif/médical,20-30 ans,10080.0,1260.0,12.5
2024-11,Accidentologie,Accident de travail,cdi,Bloc opératoire,30-40 ans,1932.0,161.0,8.333333333333332
2024-11,Accidentologie,Accident de travail,cdi,Bloc opératoire,Non défini,12012.0,1421.0,11.82983682983683
2024-11,Accidentologie,Accident de travail,cdi,Information médicale,Non défini,1147.5,153.0,13.333333333333334
2024-11,Accidentologie,Accident de travail,cdi,Médical,20-30 ans,3690.0,474.0,12.845528455284553
2024-11,Accidentologie,Accident de travail,cdi,Médical,30-40 ans,3817.5,491.0,12.861820563195808
2024-11,Accidentologie,Accident de travail,cdi,Médical,Non défini,5872.5,765.0,13.026819923371647
2024-11,Accidentologie,Accident de travail,cdi,Psycho-social,Moins de 20 ans,660.48,86.0,13.020833333333334
2024-11,Accidentologie,Accident de travail,cdi,Rééducation,Non défini,1680.0,224.0,13.333333333333334
2024-11,Accidentologie,Accident de travail,cdi,Soins infirmiers,20-30 ans,1080.0,90.0,8.333333333333332
2024-11,Accidentologie,Accident de travail,cdi,Soins infirmiers,Non défini,540.0,45.0,8.333333333333332
2024-11,Accidentologie,Accident de travail,cdi,Techniques/bâtiment,Non défini,768.0,96.0,12.5
2024-11,Accidentologie,Maladie professionnelle,cdd,Soins infirmiers,20-30 ans,864.0,72.0,8.333333333333332
2024-11,Aucune,Aucune,apprenti,Administratif,20-30 ans,60.0,0.0,0.0
2024-11,Aucune,Aucune,apprenti,Bloc opératoire,20-30 ans,351.0,29.0,8.262108262108262
2024-11,Aucune,Aucune,apprenti,Hygiène/Hôtellerie,20-30 ans,130.0,13.0,10.0
2024-11,Aucune,Aucune,apprenti,Laboratoire,20-30 ans,56.0,0.0,0.0
2024-11,Aucune,Aucune,apprenti,Logistique,20-30 ans,127.5,17.0,13.333333333333334
2024-11,Aucune,Aucune,apprenti,Médical,20-30 ans,149.2,15.0,10.053619302949063
2024-11,Aucune,Aucune,apprenti,Soins infirmiers,20-30 ans,448.5,32.0,7.1348940914158305
2024-11,Aucune,Aucune,apprenti,Sécurité,20-30 ans,100.0,0.0,0.0
2024-11,Aucune,Aucune,cdd,Administratif,20-30 ans,670.5,68.0,10.141685309470544
2024-11,Aucune,Aucune,cdd,Administratif,30-40 ans,955.5,90.0,9.419152276295135
2024-11,Aucune,Aucune,cdd,Administratif,40-50 ans,907.5,99.0,10.909090909090908
2024-11,Aucune,Aucune,cdd,Administratif,50-60 ans,232.5,31.0,13.333333333333334
2024-11,Aucune,Aucune,cdd,Administratif,60 ans et plus,240.0,32.0,13.333333333333334
2024-11,Aucune,Aucune,cdd,Administratif,Moins de 20 ans,127.5,17.0,13.333333333333334
2024-11,Aucune,Aucune,cdd,Administratif/médical,20-30 ans,255.0,34.0,13.333333333333334
2024-11,Aucune,Aucune,cdd,Administratif/médical,30-40 ans,127.5,17.0,13.333333333333334
2024-11,Aucune,Aucune,cdd,Administratif/médical,40-50 ans,232.5,31.0,13.333333333333334
2024-11,Aucune,Aucune,cdd,Administratif/médical,60 ans et plus,127.5,17.0,13.333333333333334
2024-11,Aucune,Aucune,cdd,Biomédical,20-30 ans,240.0,15.0,6.25
2024-11,Aucune,Aucune,cdd,Bloc opératoire,20-30 ans,1024.0,99.0,9.66796875
2024-11,Aucune,Aucune,cdd,Bloc opératoire,30-40 ans,112.5,15.0,13.333333333333334
2024-11,Aucune,Aucune,cdd,Bloc opératoire,40-50 ans,874.5,81.0,9.262435677530018
2024-11,Aucune,Aucune,cdd,Bloc opératoire,50-60 ans,627.0,72.0,11.483253588516746
2024-11,Aucune,Aucune,cdd,Bloc opératoire,60 ans et plus,247.5,0.0,0.0
2024-11,Aucune,Aucune,cdd,Direction,40-50 ans,120.0,15.0,12.5
2024-11,Aucune,Aucune,cdd,Hygiène/Hôtellerie,40-50 ans,60.0,0.0,0.0
2024-11,Aucune,Aucune,cdd,Hygiène/Hôtellerie,50-60 ans,130.0,0.0,0.0
2024-11,Aucune,Aucune,cdd,Imagerie,20-30 ans,375.18,32.0,8.529239298470067
2024-11,Aucune,Aucune,cdd,Imagerie,30-40 ans,204.0,9.0,4.411764705882353
2024-11,Aucune,Aucune,cdd,Imagerie,40-50 ans,112.8,9.0,7.9787234042553195
2024-11,Aucune,Aucune,cdd,Imagerie,50-60 ans,127.5,17.0,13.333333333333334
2024-11,Aucune,Aucune,cdd,Imagerie,60 ans et plus,117.6,1.0,0.8503401360544218
2024-11,Aucune,Aucune,cdd,Imagerie,Moins de 20 ans,56.0,7.0,12.5
2024-11,Aucune,Aucune,cdd,Information médicale,20-30 ans,127.5,17.0,13.333333333333334
2024-11,Aucune,Aucune,cdd,Information médicale,40-50 ans,347.5,40.0,11.510791366906476
2024-11,Aucune,Aucune,cdd,Information médicale,60 ans et plus,127.5,17.0,13.333333333333334
2024-11,Aucune,Aucune,cdd,Juridique,30-40 ans,120.0,15.0,12.5
2024-11,Aucune,Aucune,cdd,Laboratoire,20-30 ans,307.5,39.0,12.682926829268293
2024-11,Aucune,Aucune,cdd,Laboratoire,30-40 ans,337.0,43.0,12.759643916913946
2024-11,Aucune,Aucune,cdd,Laboratoire,40-50 ans,328.5,31.0,9.43683409436834
2024-11,Aucune,Aucune,cdd,Laboratoire,50-60 ans,187.5,24.0,12.8
2024-11,Aucune,Aucune,cdd,Logistique,20-30 ans,260.0,0.0,0.0
2024-11,Aucune,Aucune,cdd,Logistique,30-40 ans,187.5,17.0,9.066666666666666
2024-11,Aucune,Aucune,cdd,Logistique,Moins de 20 ans,127.5,17.0,13.333333333333334
2024-11,Aucune,Aucune,cdd,Médical,20-30 ans,598.0,47.0,7.859531772575251
2024-11,Aucune,Aucune,cdd,Médical,30-40 ans,643.8,68.0,10.56228642435539
2024-11,Aucune,Aucune,cdd,Médical,40-50 ans,904.6,82.0,9.064780013265532
2024-11,Aucune,Aucune,cdd,Médical,50-60 ans,1120.0,119.0,10.625
2024-11,Aucune,Aucune,cdd,Médical,60 ans et plus,255.0,34.0,13.333333333333334
2024-11,Aucune,Aucune,cdd,Pharmacie,20-30 ans,360.0,31.0,8.61111111111111
2024-11,Aucune,Aucune,cdd,Pharmacie,30-40 ans,200.0,0.0,0.0
2024-11,Aucune,Aucune,cdd,Pharmacie,40-50 ans,105.0,14.0,13.333333333333334
2024-11,Aucune,Aucune,cdd,Pharmacie,Moins de 20 ans,9.6,0.0,0.0
2024-11,Aucune,Aucune,cdd,Psycho-social,40-50 ans,187.5,17.0,9.066666666666666
2024-11,Aucune,Aucune,cdd,Pédiatrie/néonat,20-30 ans,9.6,1.0,10.416666666666668
2024-11,Aucune,Aucune,cdd,Pédiatrie/néonat,Moins de 20 ans,127.5,17.0,13.333333333333334
2024-11,Aucune,Aucune,cdd,Qualité,20-30 ans,192.0,24.0,12.5
2024-11,Aucune,Aucune,cdd,Qualité,Moins de 20 ans,120.0,15.0,12.5
2024-11,Aucune,Aucune,cdd,Recherche,30-40 ans,240.0,30.0,12.5
2024-11,Aucune,Aucune,cdd,Rééducation,20-30 ans,127.5,17.0,13.333333333333334
2024-11,Aucune,Aucune,cdd,Rééducation,50-60 ans,127.5,17.0,13.333333333333334
2024-11,Aucune,Aucune,cdd,Rééducation,60 ans et plus,232.5,31.0,13.333333333333334
2024-11,Aucune,Aucune,cdd,Rééducation,Moins de 20 ans,105.0,14.0,13.333333333333334
2024-11,Aucune,Aucune,cdd,Soins infirmiers,20-30 ans,2818.5,267.0,9.473124002128792
2024-11,Aucune,Aucune,cdd,Soins infirmiers,30-40 ans,1386.68,107.0,7.716271958923472
2024-11,Aucune,Aucune,cdd,Soins infirmiers,40-50 ans,1203.5,94.0,7.810552555047777
2024-11,Aucune,Aucune,cdd,Soins infirmiers,50-60 ans,1599.5,126.0,7.87746170678337
2024-11,Aucune,Aucune,cdd,Soins infirmiers,60 ans et plus,525.0,39.0,7.428571428571429
2024-11,Aucune,Aucune,cdd,Soins infirmiers,Moins de 20 ans,461.5,25.0,5.417118093174431
2024-11,Aucune,Aucune,cdd,Sécurité,20-30 ans,120.0,0.0,0.0
2024-11,Aucune,Aucune,cdd,Sécurité,60 ans et plus,100.0,0.0,0.0
2024-11,Aucune,Aucune,cdd,Techniques/bâtiment,20-30 ans,141.9,18.0,12.684989429175475
2024-11,Aucune,Aucune,cdd,Techniques/bâtiment,40-50 ans,255.0,34.0,13.333333333333334
2024-11,Aucune,Aucune,cdi,Administratif,20-30 ans,3179.0,300.0,9.436929852154766
2024-11,Aucune,Aucune,cdi,Administratif,30-40 ans,648.5,86.0,13.261372397841173
2024-11,Aucune,Aucune,cdi,Administratif,40-50 ans,382.5,51.0,13.333333333333334
2024-11,Aucune,Aucune,cdi,Administratif,Moins de 20 ans,315.6,40.0,12.674271229404308
2024-11,Aucune,Aucune,cdi,Administratif,Non défini,8347.5,846.0,10.134770889487871
2024-11,Aucune,Aucune,cdi,Administratif/médical,20-30 ans,382.5,51.0,13.333333333333334
2024-11,Aucune,Aucune,cdi,Administratif/médical,30-40 ans,112.5,15.0,13.333333333333334
2024-11,Aucune,Aucune,cdi,Administratif/médical,Moins de 20 ans,255.0,17.0,6.666666666666667
2024-11,Aucune,Aucune,cdi,Administratif/médical,Non défini,1755.0,227.0,12.934472934472934
2024-11,Aucune,Aucune,cdi,Biomédical,20-30 ans,799.5,65.0,8.130081300813007
2024-11,Aucune,Aucune,cdi,Biomédical,30-40 ans,19.2,2.0,10.416666666666668
2024-11,Aucune,Aucune,cdi,Biomédical,Non défini,1168.0,96.0,8.21917808219178
2024-11,Aucune,Aucune,cdi,Bloc opératoire,20-30 ans,2153.1,192.0,8.917374947749757
2024-11,Aucune,Aucune,cdi,Bloc opératoire,30-40 ans,393.6,55.0,13.973577235772359
2024-11,Aucune,Aucune,cdi,Bloc opératoire,40-50 ans,112.5,15.0,13.333333333333334
2024-11,Aucune,Aucune,cdi,Bloc opératoire,Moins de 20 ans,862.5,93.0,10.782608695652174
2024-11,Aucune,Aucune,cdi,Bloc opératoire,Non défini,9549.6,876.0,9.173159085197286
